essay_id	essay_set	essay	essay_score	Foreign languages	Genre	Months of PT	Mother tongue	Nationality	Number of words	Topic	Type of text
es035CVATF	Happiness is easier for those who don't create a great deal of problems	"Eu escolhi a citação 1ª porque me sinto identificada com ela. Considero que a felicidade é relativa e tem a ver com a visão das coisas. Uma pessoa possitiva que vê algo bom nos ""problemas"" e tenta tirar sempre o melhor disso, vai ficar mais satisfeita do que a pessoa que não o faz. De facto, eu sou assim e considero-me feliz.
Na minha opinião, é melhor sermos possitivo embora tenhamos dificuldades na vida. Mas, não tenho  certeza de se isso se pode conseguir com todas as pessoas ou se pode treinar. Talvez seja um jeito que temos alguns.
Posso fazer uma comparação, por exemplo, entre uma pessoa que vive na Cuba de classe baixa (como acontece com a maioria) e outra de classe media-alta nos EEUU. Muitos dos cubanos, sem terem quasi nada, (só o básico), são felizes nas suas vidas.
Ao invés, muitas pessoas com um bom trabalho, dinheiro, sucesso... não se sentem satisfeitas, cheias, e ainda podem cair na depressão porque não são felizes. E issto tem relação com a 2da citação. Então, o que é o que acontece? Não é preciso ter tudo para sermos felizes, pois tudo depende da visão e dos óculos que usemos. O copo pode estar medio cheio ou medio vazio. Eu verei-o sempre mais cheio do que vazio. Seja como for, penso que nem tudo o bom é bom, nem tudo o mau é mau. Se quiser, podes aprender qualquer coisa quando te acontece algo mau. E, por outro lado, diz-se que a felicidade nunca pode ser 100%. Eu ainda tenho muitos anos adiante para me aperceber disso...
"	4	_	opinion	48	Spanish	Spanish	267	Culture and philosophy	FT
pl011CAITI	Description of the informant using certain verbs	"O meu nome é FF. Tenho vinte e treês anos. Sou da poloónia e moro em PP, mas agora eu vive em Lisboa sou  Erasmus estudante em Lisboa. Estudo arquitectura emna Universidade de Lisboa. Não trabalho agora. Fala ingleês e  mal português.
Eu tenho uma irmã. Ela  chama-se FF.  FF tem vinte anos. Vive em PP e gosta muito da o dela cidade dela muito bem. 
Agora vivo em Lisboa.
 Minha casa fica perto do PP, na rua PP, no número dois. A casa é banotabonita.  Meu quarto é largogrande.
"	1	English	informative	_	Polish	Polish	83	Identification characterization and description of people and objects	IT
de005CVMTF	Cover letter for a job application	"Hamburgo, 30 de Agosto de 2010
Assunto: candidatura ao emprego como de organizadora do Programa Cultural no ""Istituto Italiano"" de Hamburgo
Exm.o/a Sr.(a),
Candidato-me, por este nemeio, ao emprego anúncio de emperego de organizadora do Programa Cultural no vosso Instituto. Actualmente, estou a acabar os meus estudos de Língua Italiana, de Língua Portuguesa, bem como de Línguistica Românica na Universidade de Hamburgo.
No ramo de organização e coordienação de eventos já tenho uma vasta experiência profissional. Por dois anos, trabalhei no Instituto Goethe em Hamburgo. Por um lado, ensinei a Língua Alemã, por outro, organizei o pPrograma cCultural do Instituto. Estas tarefas foram interessantíssimas, gostei muito de ter contacto com estrangeiros, e, aprendi também de a otratar de situações mais difíceis e stressantes.
Eu sou uma apaxionada  estudante    de Língua Italiana, e estou entsusiasmada com a Cultura do país, que conheci quando vivi em Itaália por um ano.
Visito regolarmente o vosso Instituto e tenho um grande interesse pelos eventos culturais, por exemplo de Literatura, de Música, ou de cCinema, que são oferecidos cada  semana. Por tanto Portanto  , gostaria muito de me  empaenhar no vosso Instituto, empregando todas as minhas qualidades e experiências.
Grata pela atenção e ficando com enviando os melhores cumprimentos,
FFLL
Anexo: Curriculum Vitae
Referências
Diplomas
"	3	English	formalLetter	21	German	German	204	Daily life	FT
pl048CAATF_1	Portugal and the Portuguese	"Agora Lisboa parece como a minha segun cidade materna porque tenho tantos amigos cá e conheço todos os lugares. No início não pensava que vou encontrar tantos pessoas interessantes porque estou tímide e  sempre tinha problemas com isso. 
Os lisboetas são muito abertos e ajudam-me muito nem só com a língua mas também em coisas da vide quotidiana. Por exemplo tenho um amigo que sempre nunc mostrou-mes me muitaos coisas lugares interessantes em Lisboa quais que Acho que não podi pudesse encontre--los no guia turístico. A minha opinião Lisboa Ele e os outros amigos são agora como família para mim se porque sem eles sintiasentiria-me um pouco abandonada. uma vez Quando estive doente eles ajudaram-me de encontrar médico. Todo isto censa que sinto-me cá como em cesa e agora quando os meus amigos de Polónia chegam para me visiter  sou eu que posso mostrar-lhes a minha cidade. 
"	4	English	informative	18	Polish	Polish 	133	Daily life	FT
es107CSMTF_1	The informant's relation with Lisbon	"A minha relação com a cidade de Lisboa é muito boa.
Quando eu cheguei, no Septembro eu no  ficava muito alegre com ela, e achava que eu ñnão gostaria dela nunca.
Foi quando eu sai a percorrer a cidade sozinha que eu encontrei o miradouro da Santa Catarina, cheio de pessoas tranquilas, umas estavam a ler os seus livros, outras apenas ficavam a contemplar ao cair da tarde.
Um grupo de lisboetas oferecieram-me  partilhar a sua cerveja, ao  tempo de  dizer-me os segredos da cidade e os melhores  lugares. Agora eu sou uma apaixonada do Lisboa.
"	3	English,French	informative	_	Spanish	Spanish	95	Daily life	FT
zh137CVITF	Answer to a postcard about the informant's life in Portugal	"Olá,
Como estás? Eu tenho saudades tuas! Como está a tua família?

Eu estou muito feliz por viver em Lisboa com o meu filho. Lisboa é muito bonita e o tempo é muito bom. Eu tenho muitos amigos em Lisboa. Ao fim-de-semana, eu vou com os amigos e o meu filho à praia ou a (M) (C) um restaurante (CE). Eu gosto muito da comida portuguesa, é muito boa.

Todos os dias, eu levanto-me muito cedo. Eu vou de carro para a Universidade de Lisboa. Eu estudo português lá. À tarde, eu faço os trabalhos de casa. À noite, eu adormeço as dez horas.


Adeus e beijinhos,
FF
"	1	English	personalLetter	_	Chinese	Chinese	104	Daily life	FT
en020CAATF_2	D. Pedro and D. Inês de Castro	"D. Pedro e D. Inês de Castro eram amantes proíibíidos. Tiveram filhos e queriam estar juntos, mas o pai de D. Pedro (D. Afonso IV) não os permitiu que eles se casarssem (ainda depois do morte da mulher do D. Pedro). Quando D. Pedro estava fora a caçar, D. Afonso IV mandou matar D. Inês. D. Pedro fez uma cerimoónia para ela ser ""Rainha depois de morte"", e eles são encterrados juntos em Alcobaça. É uma tragêédia romãântica para Portugal, como ""Romeo e Julieta"" em EInglaterra.
"	4	_	informative	7	English	American	83	Stories and historic events	FT
es050CVETF_2	Recounting a walk	"Uma vez tive um sonho muito exquisito: eu estava a passear pelo centro de Lisboa, ia pela rua Garret, quando de repente comecei a encontrar-me com pessoas muito famosas.
Durante o meu passeio, pude falar com Fernando Pessoa, tive a gran sorte de conhecer a grandes representantes do Fado, até joguei um pequeno jogo de futebol com Cristiano Ronaldo.
Depois dum tempo, decidi descansar num cafeé, e encontrei-me com pessoas que não tinha vistas há muitos anos. Apareceu a minha avó, os meus parceiros da escola primaária, as minhas primas que vivem em Londres...
De repente, a noite virou-se fria e escura e decidi voltar para casa. Por isso, fuíi apaanhar o metro. Quando cheguei à paragem começou um concerto em direito.
Eu não estava a acreditar em tudo o que estava a acontecer, por um momento fechei os olhos forte e quando acordei, estava no chão deitada no chão, ao lado da paragem de (de) Baixa-Chiado. O meu passeio tinha sido um sonho e o mais parecido a uma pessoa famosa, foi a figura de Fernando Pessoa que se encontrara no cafeé Brasilia Brasileira.
Com certeza, foi um passeio muito especial.
"	2	_	recount	12	Spanish	Spanish	187	Travel	FT
zh021CVATD	The more the the means for communicating, the less we have to say to each other	"Sub
Nasceram muitos meios novos de comunicação, em virtude do desenvolvimento tecnológico da sociedade cada vez mais moderna. É indisputável indiscutível que as tecnologias avançadas faciliteam a nossa vida., mas Os carros fazem as viagens rápidas elas estão a alterar as mo nossas mer maneiras de comunicar, ou ainda,  estragar a nossa relação. Isto é a situação presente da sociedade.
Apesar de haver mais meios para comunicar, temos mo menos vocação de estabelecer bem a relação. Antigamente, as pessoas comunicávamos comunicavam-se por carta,. hHoje em dia, comunicamo-noss na pela Internet, por telef telemóveis ou e por SMS, entre outros. Antigamente, o meio de comunicar, a carta, era difícil, mas mantinha bem a relação entre pessoas. No presente, os meios de comunicação é são mais fáceis, mas as pessoas pensam que é menos importante a re gastar tempo para estabelecer a relação, porque consideram que os meios são rápidos e dão para manterem a relação com outrem. Por isso, as pessoas as gastam menos tempo para pena pensam que não vale a pena gastar tempo para manterem a relação . Isto é o problema. Nós a fruitamo beneficiamos das tecnologias, mas de forma errada. Nós
Nós agora dependemos demais das tecnologias e não reparamos nos efecitos negativos disto. Se nós continuarmos a nossa meaneira de comunicação, a nossa relação vai-se tornar-se pior, ou desaparece. Portanto, temos de corrigir a nossa mentalidade, alterar a nossa maneira de viver e repensar sempre. Senão, quem vão vai receber o resultado e somos nós.
"	4	Mandarin	opinion	3	Chinese (Cantonese)	Chinese	219	Technology and communication	DT
es049CVETF_1	E-mail inviting the colleagues to a party	"Queridos amigos, no día 25 de agosto vou fazer uma festa na minha casa, já que no omeês de setemprobro eu vou a estudar em EEUU nos Estados Unidos durante um ano,. eEntão eu quero que todos estejam estejam presentes para poço Eu poder desi despedir-me.
Não éÉ preciso que vocês levem fato de banho, e tambêém um pijama, porque eu os convido a dormirem na minha casa.
A Festa começa áàs 6 da tarde até ao día seguinte. Muitos beijimhos beijinhos,. vVemo-nos.!
"	2	_	eMail	1	Spanish	Spanish	72	Free time and entertainment	FT
pl111CAITI2	Present yourself	"OEu sou FF. Tenho um irmâo e uma irmã. Ele chama-se MM e ela chama-se FF. Nós gostamos de ir ao cinema, mas gostemos de televis vemos televisão para a casa também. A minhã mãe adoro jogar no computador, ou fazer uns bolos. Eeu sou igual á minhã mãe. 
Agora eu vivo em Lisboa. Aqui acordo às 7 horas mas levanto-me às 10 horas porque gostem gosto de sono. A seguis tomo o pequeno-almoço, depois eu escovo os dentes e vou ás faculdade. 
Depois de trabalho trabalhar, e eu vou aos meus amigos e nós jogamos no computador, ou falamos muito. Os meus amigos gostam de fazer bacalau com batatas e oves mas eu não gosto. Depois eu vou para a casa e sou muito cansada. Dentir-s Dertio-me ás á meia-noite. Mas sempre depo antes vou para a cama eu la levo um livro e bebeo vinho. Em Lisboa adoro surfor e e sol sol. Gosteo de tomar duche também mas na Polónia tomo banho algumas vezes. 
"	1	English	informative	0	Polish	Polish 	153	Identification, characterization and description of people and objects	IT
it094CSITI	Recount your last holidays	"No verão pasado, tive que estudar para os exámenes exames de chinês, direito à propriedade, leitura e análise orçamental e variedades do inglês que tive até o començo deo julho. Depois passei muito tempo com a minha irmã e com os meus amigos. ANo final do julho, Fui a Sicilia a Sicília com minha família. A viagem Foi longe *foi longa: Fomos até de carro até Roma, depois apanhámos o navio até Palermo e de ali dali chegamo a Agrigento  Fomos de carro a Agrigento. Esteivemos em Sicília ali quase três semanas. Em Sicilia Ali Fomos a praias muitos bonitas, comiemos coisas muito deliciosas e aprovechámos *aproveitámos do ar do cam campo, onde temos uma casa. Depois, os meus amigos, que moram em Nova York *Iorque, Foram de férias a à minha cidade, Verona. Passei  quase to tuodo o tempo tempo com eles e a minha irmã. Fomos de a festas, fomos acampar numa colina, que fica perto do ado centro de Verona, e fomos a uma feira em Mántova, uma cidade perto de Verona. Foui às compras para preparar-me para o período de estudio estudo aqui em Lisboa. Preparei também as malas porque apanhei o avião em no a 2 de setembro.
"	1	Spanish,English,French,Portuguese,Chinese	recount	_	Italy	Italian	177	Travel	IT
es117CSITF_4	where would you like to go on holidays	"Eu prefei a cidade. Ela não tem la a tranquilidade que pode ter a praia ou das outraos casas lugares, mais ela tem muitas actividades. Tu podes fazer muitas coisas (...) e tu não precisas de bom tempo para fazerê-las. Eu gosto muito de combinar com os meus amigos e porque eles estão tuodos na  cidade. (...)
"	1	English,French	opinion	_	Spanish	Spanish	53	Travel	FT
ar031CVITF	Describe the weekend according to the picture	" Nos próximos sábado, MM quer viajar a porto. para ter algum divertimento. ele vai de carro. ele quer fazer surf na paraia. ele gosta de sol por muito. ele vai com seu amigo MM, que virá de London. eles gostam da praia tanto. eles podem ir para de piscinas 
"	1	English	informative	0	Arabic	Jordanian	49	Free time and entertainment	FT
pl074CAITI2_1	Present yourself	"O meu nome é FF. Sou polaca, mas agora moro a em Lisboa. Sou solteira, sou estudante architectura paisagista. 
"	1	English	informative	0	Polish	Polish 	18	Identification, characterization and description of people and objects	IT
pl026CASTF	Freedom	"Mesmo que a frase citada fosse sobre a vida de um adulto, seria igualmente adequada para um discurso  focado na vida de um adolescente. Se calhar é precisemente nesta altura do nosso desenvolvimento, quando  a importancia de liberdade torna-se particularmente grave -  na transição entre os desejos da criança e as ambições de uma pessoa crescida, as escolhas parecem que fazemos não só parecem, mas muitas vezes são definitivas. Por isso, não  em tantas situações, a capacidade de ecelher nestes decisões do deve ser depende  do nível de conhecimento de si próprio. Neste sentido, parece que a responsabilidade dos país pelo seu filho não pode ser limitada o vontade de cuidar por ele e mimar-lhe, cumprindo coprices simples. Numa certa altura é igualmente importante dar-lhe confiança para ganhar varias experiências -  boas e desagredáveis, seja ou que for - para que um dia ele fo seja capaz de criar uma vida su própria vida, baseada nas valores que pode quais t que tinha oportunidade reconhecer como  particularmente bem correspondentes com todo o que lhe faz-lhe faça feliz. 
Na minha opinião, em qualquer momento da vida, é imviel que sentimos livres, que não houver nada para nós distanciar dos dojetivos que que temos escolhido.  Ao mesmo tempo, isto deve ser sempre deve ser acompanhado pela capacidade de  entrar no día diálogo com os outros, encontrando um equilíbrio entre a simples falta de consideração, e um verdadeiro a  grande este de  criar o nosso próprio destino, porque - como foi sublinhado no pensamento do Agostinho da Silva -  o que importa não é só a felicidade, mas tambem a paz a noção do paz. 
"	5	English	opinion	_	Polish	Polish 	251	Society, economy and politics	FT
ja011CAMTF	Comparison between the Portuguese habits and the ones of the informant's country	"Os japoneses normalmente não gostam de tocar   corpo de outra pessoa e não gostam de ester tocado pela outra . Por isso, no Japão, as pessoas só baixam as suas cabeças como cumprimentes. Não é normal dar beijinho ou pegar  mãos. Quando cheguei a Portugal e coumprimentei uma rapariga na maneira de Portugal, fiquei muito nervoso porque no Japão dar beijinho só dentro das casais. Dar beijinho, abraçar e andar com pegar mãos  sâo muito normal em Portugal. No japão, só  casais fazem estes acções. Ou seja, os japoneses acham que tocar  corpo é muito especial e é prohibito fora de namurades. Se eu cumprimentasse uma japonesa com  beijinho no Japão, ela poderia ficar muito zangado. Ainda o dia   Natal é o dia para  profundar  amor na casal. Quando eu ouvi que em Portugal, o Natal é para ""verificar""  relação de família, fiquei espantado.
Eu acho que a ideia de Japão é um bocardo tonta. A ideia de Portugal parece mais livroe e preferivel. Quero que o número de pessoas que tem ideias como em Portugal aumente no Japão.
"	3	_	informative	4	Japanese	Japanese	177	Daily life	FT
it064CSITF	Routines of the informant	"Eu costumo ir às leçõesaulas na Faculdade de Letras todos os dias à tarde. Antes de sair, eu tomo o pequeno-almoço e depois estudo. Normalmente almoço com a comida italiana porque tenho tantas saudades da comida do meu país. Quando volto para casa às vezes vou ao supermercado mais perto e janto em casa. No fim de semana, quando chove, gosto de ler ou ver filmes em casa; quando o tempo está melhor gosto de ir à praia com os meus amigos e  sair à noite para o Bairro Alto.
"	1	English,French,Arabic	informative	_	Italian	Italian	87	Daily life	FT
ro011CAITF	Letter to a friend telling about the informant's life in Portugal	"Olá, MM, 
Como estás? 
Queres visitar comigo o cidade da Lisboa? Podemos ir a Belêm para comer os melhores pasteis de nata na cidade, passeiar à pe nas ruas e ver o rio Tejo, visitar o To de Belêm e tambêm o Museo das Arta, Architectura e Tehnologia. A tarde, prefiro voltar para com o comboio o centro da Lisboa porque nós vamos dansar salsa na Cais do Sodré. Na proxima dia, nós podemos ir para a Cascais. Nós vamos apanhar o comboio e depois a chegada nós fazemos surf na Praia da Raina. Às sete horas, comemos salgados a soupa de cenoura a um restaurante bonito. 
Posso contar para ti? 
Beijinios, 
FF. 
"	1	English	personal letter	0	Romanian	Romanian	110	Daily life	FT
de025CVMTD	The labour market situation in the country of the informant	"O mercado do trabalho da Alemanha e um dos mais fortes entre a União Europeia. Mais tambem este mercado está afectado pela crise. Cada año há mais empregos a rasca. O  Ums anos atrás o governo esta decidiou de flexibilizar o mercado do trabalho  que significa que os empregadores podem empregar e tambem retirar mas facilmente os empregados.
Acho Se Com isso se esperava um crescimento mas postos de trabalho. Mas isso não e um o caminho certo. Os Muitos Nesteas dias muitas trabalhadores e as empregados trabalham em numa situação bastante inseguro. Mais Uma percentagem A percentagem dos que não sabem si vão ter etrabalho nos proximo año creciu. Deveria ind re-introduzir mais
O que é que deveria mudar para ser melhorada?
Deveria re-introduzir leies mais estrictos. Os trabalhadores prescisam  contractos com duração mais longa parea que podem planear as sus suas vidas. Com um contracto de meno duração curta não é possível compra uma casa ni planear o futuro dea vida familiar. O crescimento absolutao da número de postos de trabalho não deve ser o unico fim. E também a qualidadoe dos postos de trabalha que importa.
"	3	English	informative	180	German	German	171	Society economy and politics	DT
it075CSATI	Letter to a friend about your next holidays	"Olá MM, como estás? Então, nestes dias tenho pensado muito na nossa viagem na à minha região em Itália. Vamos viajar em Julho, não é? Com certeza temos que de visitar as cidade de Ravenna e de Rimini. Estas cidades são à beira do mar, assim que nós possamos podemos comer peixe muito fresco e saboroso e apanhar sol. Além disso, Ravenna é uma cidade cultural e antigo: pode-se visitar o centro, cheios de pórticos e igrejas. Eu sei que tu gostas muito dae música clássica, por isso, reservei dois lugares no teatro mais bonito da cidade. Vamos ver a peça ""O Lago dos Cisnes""! Depois de alguns dias podemos apanhar o comboio e ir até Bolonha. Alíi, podemos visitar a igreja de São Petrónio, a praça Maior e também a mais antiga universidade italiana: o ""archigimnásio"". Já reservei um quarto num hotéel muito perto do centro, assim que nós possamos podemos dar uma volta a pé peloa cidade. Por último, eu queria convidar-te na para ires à minha casa em Forlí, uma pequena cidade perto de Bolonha. Alíi, podemos visitar o museu ""São Doménico"", a praça principal, que se chama Praça ""Saffi"", e o parque ""Franco Agosto"", o parque mais bonito do mundo! Eu gosto tanto muito deste parque e fico estou convencida que tu também vais gostar.
Já está tudo combinado. Espero por ti no aeroporto de Bolonha, 'tá bem? Se tiveres dúvidas, manda-me uma mensagem.
Até logo,
Beijinhos.
"	4	Portuguese,English,Russian	personalLetter	_	Italian	Italian	232	Travel	IT
es088CSMTF_1	The informant's relation with Lisbon	"A minha relação com a cidade muduo muito. As outras vezes  que eu tinha vindo, eu era uma turista mais. Mas agora eu posso sentir-me em casa. Eu conheci aqui o meu namorado ele e português e juntos gostamos muito da cidade.
Acho que desde que  vivo aquí. descobri muitos lugares magicos e gente muito interesante. Os portugueses são um pouco fechados ao inicio mas com o tempo eles são muito  gentis  simpáticos.
Uma das coisas  que eu mais gosto é que agora conheço muitos bons restaurantes e eu posso desfrutar da gastronomia portuguesa.
"	3	English,French	informative	_	Spanish	Spanish	93	Daily life	FT
fr034CVMTF	Uncertainties about the professional future are the main concern for young people	"Acho que esta afirmação está bastante verdadeira. É certo que os jovens (eu falo dos jovens que têm mais doe que 18 anos, que já estão nao ensino superior) se preocupam-se muito do futuro deles, porque começam  quererem ser independente e sair da casa dos paíis. Por isso, dtenham de gagnhar o seu próprio dinheiro e  um trabalho  que gostam. Acho que, agora, os jovens querem principalemente encontrar um trabalho que gostam  fazer, mesmo antes do salário, o mais importante é a felicidade no trabalho. Mas Com a situação económica atual, os jovens não sabem se seria possível para eles encontrar o trabalho que querem, talvez só um emprego para (sobre)viverem.
Os jovens têm projetos de viajgens, consomação por exemplo e oa realisação desses daqueles projetos dependem do futuro profissional, dependem do tempo e dinheiro que o estylo de vida vai permitir. Num outro lado, a afirmaçao não está totalemente certa porque os jovens gostam de aproveitar da vidoa no momento, viver cada dia sem planificar tudo, fazer coisas de repente.
Na minha opinião, não é necessário planificar coisas muito tempo cedo para coisas longe no tempo. Planos falham, quase sempre, os nossos gostos e motivações mudam,. então devemos avançar lentemente mas seguramente, descobrir muito e escolher o qué que queremos no caminho. ÉPara mim é difícil planear um caminho e ficar na mesma linha até ao fim…
Estou a pensar aos estudantes americanos e ingleses (entre outros) que devem pagar milhares depara os estudos e tenham de ter successo para pagarem os bancos o dinheiro que tinham  emprestado. Isto é muito pressão nas costas.
"	3	English,German,Spanish,Chinese	opinion	_	French	French	262	Society economy and politics	FT
es075CVSTI	Ethics and morals: is it the same thing?	"Eu acho que a ética e a moral são coisas diferentes. Embora os limíites não sejam muito claros, há uma diferença. Para mim, a ética tem de ver com o facto do homem ter a capacidade de perceber a diferença entre o bem e o mal; de saber quando há alguma coisa errada no seu comportamento que possa fazer mal a outros seres humanos. Acho que tem de ver com o raciocínio.
A moral para mim pode ter, aàs vezes, um significado negativo porque tem de ver mais com o religiosoreligião. O facto de uma coisa ser amoral, acho que qua tem de ver quase sempre com a religião. Acho que é uma coisa imposta pela condição de crer num deus ou noutro. O que para os mulçulmanosmuçulmanos é moral pode não sê-lo para os judaicos. Pelo contrário, acho que a ética é uma coisa innata do ser humano e concordo com a  mulher que pensa que se as pessoas atuaramatuarem apara procurar o benefício do ser humano, a sociedade seria melhor e o mundo mais feliz. Mas também acho isto uma utopia porque hoje em dia o dinheiro é o mais importante para a maioria das pessoas e a querênciavontade de ter mais e mais dinheiro tornam-nos avarentos e maus. Mas nem tudo é mau nem tudo é bom, não podemos ser maniqueistas nem dramáticos, sempre há coisas boas dentro de qualquer ser humano. Ainda bem!
"	5	English	opinion	_	Spanish	Spanish	236	Culture and philosophy	IT
sv040CAITF	House plan	"A minha casa de sonho é localizada próxima do mar e tem uma janela jardim grande com uma piscina. A casa é espaçosa, mas não muito grande. 
A cozinha é muito social, com uma ilha no meio. Aqui, eu posso cozinhar com a minha família. O quarto maior tem uma cama de casal e uma suite com banheiro. 
A casa tem um escritório com muitos estantes com livros e uma cavalete. Aqui, eu posso trabalhar e pintar. 
A sala tem um sofá grande, muitas plantas e uma mesa de jantar grande , para os meus amigos todos e a minha família. 
Um dia, eu vou viver na minha casa de sonho! 
"	1	English	informative	0	Swedish	Swedish	109	House, home and environment	FT
it069CVATF	Letter of resignation	"MMLL
PP
Lisboa
Lisboa, 29 de setembro de 2016

Ex.mo. Sr Director

Pela presente  eu quero comunicar a minha intenção de apresentar a minha demissão da sua empresa.
Tenho de  lhe dizer que esta decisão è definitiva e  não vou mouudar de ideias. Fiquei na empresa oito anos e dediquei as minhas energias todas ao cumprimento dos objetivos económicos e qualitativos. Apesar de que os meus resultados tivessemterem sido opótimos, a minha remuneração nao aumentou nos uúltimos quatro anos. Teambém não reciebi ningunasnenhumas regalias ou compensaçzaçoẽs alternativas como um telemóvel ou uma contribução financieira para pagar a cartão dos transportes publicos o passe.
Quando fui ao escritoório dos recursos humanos no mês de setembro para falar sobre este asunto, eu disse que não me sentia bem considerado pela empresa e até não nem realizado. Apesar disso o chefe se mostrou-se indiferente:  Foi para mim a senha  que era tempo de sair da empresa! Cheguei irritado e bati com a porta. Também nunca consegui ter auma certa flexibilidade do horário de trabalho apesar de  ter pedido muitas vezes.
MorouDemoro cada dia uma hora para chegar ao escritoório e o coumprimento do horario de trabalho sempre foi causa de stress.
Jeá tenho explicadas todas as razoões da minha decicsão.

Subscrevo-me com a melhor atenção

MMLL
"	4	French,English,Spanish	formalLetter	_	Italian	Italian	209	Daily life	FT
es051CVMTD	Cover letter for a job application	"Eu actualmente não tenho trabalho e gostaria de ter um emprego.
Eu traba estudei Filología Hispánica na Universidade de Linguas em Madrid. Eu estive a trabalhar num liceu no centro da cidade que chama-se ""GEDOENSA"". Eu trabalhei durante dez añnos e trabalhava como professor de lingua castellana. Agora estou a estudar português numa escola de linguas em Madrid e durante este verão estou a estudar português na Facultade das Letras de Lisboa. Eu acho que esto pode mudar a minha situação laboral. No ano seg  2012 vou estudar outra vez português no verao para melhorar. Eu gostaria muitaoo de trabalhar e ajudar em tudo à empresa que me escoja.
"	3	English	formalLetter	12	Spanish	Spanish	107	Daily life	DT
ko033CAATI_1	Letter of complaint about a phone malfunction	"FFLL
PP
Tel:XX
Futuro Telemovel, LDA.
PP
Tel:XX
Assunto: a compra de telemóvel com defeito
Exmos. Senhores,
No dia 3 de Abril, adquiri um telemovel novo na sua empresa loja que fica na rua São Antonio Esq. 3. Um empregrado na sua loja deu-me o conselho para comprar este telemóvel e lembro-me o nome dele. Não tenho certeza, mas acho que foi o MMLL. Porem, quando voltei para casa, encontrei que o telemóvel não funciona. o modelo do telemóvel é ABC1000 e incluio a fatura da compra nesta carta. Eu comprei este telemóvel por causa devido ao trabalho, mas não consigo ler mensagens. O ecrã não m-stra totalmente as mensagens, perde uns partes das mensagens e também as letras não estarm no ordem correto. Deste modo, venho pela presente carta: 
. trocar o telemóvel com defeito para um novo deo mesmo modelo no prazo 3 dias
. Se não pode resolver esta situação até ao prazo emcima mencionado, iria solicitar faria processo para legal, 
Os melhores cumprimentos,
Lisboa, no dia 5 de Abril 
"	4	English	formal letter	_	Korean	Korean 	166	Servicies	IT
es045CVETD	Last vacations	"A t Em julho eu ti tenho a ido as montanhas espaholas que se chaman Pirineos.  Gusto  fazer alpinismo e este é um lugar perfeito. Ele tempo ha fue moito generoso con nossos (eu fui com  meus amigos que també son alpinistas); e pur issto nan é sempre importante: para fazer alta montahnha se precissa dias buon si quentos e estables. Tenhemos feito tudas as cosas que desejabamos fazer: caminhar, escalar, sair umas noites, mes s sobretudo subir as partes mais altas de as das montanhas.
"	2	English	recount	_	Spanish	Spanish	73	Travel	DT
tet005CVETD2_2	How was your first day in Portugal?	"Eu sou de Timor-Leste e o meu primeiro dia em Portugal foi em 2007. Como sabem que, Timor é uma ílha, por isso não tem comparação com Portugal. Portugal é um país muito avançado ée moderno.
Já a fuí  vaárious csítios e adorei o que vi, como Sesimbra, Évora, Castelo Branco (Penha García), Portinho da Arrábida, bBoca do Inferno, Peniche, Setuúbal, Coimbra (Portugal dos Pequenos), e muito mais  que não me recordo os nomes.
Portugal tem muítos cisítios turísticas, praias bonitas, comida boa, Bom Vinho, monumentos e as pessoas tambem são muitos simpaticos.
Apesar de tudo, Portugal ainda tem a sua tradicionais, costumies (conversar enquanto toma  refeição e bebem café), e come bacalhãoau na noite  consoada e tambem tem o seu cultura.
"	2	Indonesian	recount	3	Tetum	East Timorese	120	Daily life	DT
