essay_id	essay_set	essay	essay_score	Age	CEFR level of test	Coherence/Cohesion	Gender	Grammatical accuracy	Mother tongue	Orthography	Overall CEFR rating	Sociolinguistic appropriateness	Test language	Vocabulary control	Vocabulary range
PHA1110018	write an essay: Clothes make the man - ID: B2PS0201_saty	"Šaty dělají člověka
(vyprávění)
Oblíbenou činností mých kamarádek a samozřejmě mě samotné, je organizování ""dámských schůzek"" na libovolných, pro nás ženy velmi podnětných, místech. Myslí se tím galerie, muzea, hezké restaurace, výstavy, kavárny v nákupních střediscích. Po vzájemné výměně základních informací (co děti, manžel a pes) následuje nejoblíbenější část, a to nenápadné sledování okolí. Nejvíce nás zajímají lidi. Lidi a jejich oblečení. V závislosti na prostředí se domlouváme na pravidlech hodnocení jejich ""vizáže"" a hrajeme hru, kdo uhodne podle oděvu, co ten člověk dělá. Ta, která z nás vyhraje, má od nás ostatních hrazenou útratu. Napětí stoupá, tipujeme lidi a vybíráme ""oběť."" Po vyslovení našich tipů se pak zvedá nejodvážnější z nás a zjišťuje ""jak se věci doopravdy mají."" 
Jednou naše ""hra"" měla mimořádně zajímavý průběh. Naše schůzka se odehrávala v naši oblíbené kavárně v nejmenovaném nákupním centru. K vedlejšímu stolku si přisedl velice elegantní muž středního věku. Všem nám zajiskřilo v očích a začaly padat tipy. Od ředitele dobře fungujíci firmy, obchodního zástupce farmaceutického průmyslu až po prodejce životního pojištění. 
Jaké bylo naše překvapení, když jsme zjistily, že ani jeden náš tip nebyl správný. Že jste taky zvědaví? 
Odpověď byla jednoduchá. Byl to muž, který z úcty k vlastnímu okolí o sebe dbá, a ne proto, aby prezentoval svoje profesionální zaměření. ""Dělají šaty člověka?"", to určitě ano. Alespoň pro nás je to materiál ke hře, která nikdy nekončí a nás vždycky pobaví!"	5	4049	B2	C1	female	C1	Slovak	C1	C1	0	Czech	C2	C1
MOS0611014	write an essay: No pain no gain - ID: B2PS0202_kolace	"Mýslím že každy člověk ma nejakou práce. Prace mužna byt růžne: služební cesta, studiům, prace, hobbie. Tu práce človek musí udelat velní dobře kdyz jeho přatéle po prácí a jeho představeny mněl dobroy myslínky o tom človeke. Když človek prácuji dobře představeny dá mů zvyšenou platů, davá jemu premie a můznost jít do sluzební cestu.
Bohužel, člověk ma volný práce: udela volněvy věcí, krostlime obražky a hraji na gitaze se svými přatelami, píšime knihovy. Totiz jeho ""koláče"" budou peniže a mílost jeho kamarádek.
Mýslím ze člověk můze líbit se svou práce. Ze člověku práce ne dost pozitivu všehno bude udělat špatně počasí v jeho důse.
Každy člověk musí od narožení umít dělat všehno s laskou. Kdýž udeláme špatne, nikdo ne bude milovat jeho práce, a jeho samoho.
Naopak, kdýz človek prácuji velní mnoho, jeho představeny můze mýslit, že tomu člověku nic udelat, kromě práce, a můze jemu dávát horší práce, než on mohl by ste udelát.
Ale take mýslím že každý člověk musí dělat svou práce dobře i budou u neho mnoho ""koláče""."	2	1519	B2	A2	female	A2	Russian	A2	A2	0	Czech	B1	B1
VAR0209036	write an essay: Everywhere well but at home the best - ID: B2PS0200_doma	"Téma: Všude dobře, doma nejlépe.
Pocházím z Vietnamu, ale žiji s rodiči v České republice. Beru ji jako druhý domov. Když na to myslím, jak se tady žije a ve Vietnamu. Je to velmi odlišné. 
U nás jsem mohl udělat cokoliv, například ,,Vyrazit ven někam na ulici"" a a nemusím dávat pozor na nikoho, jestli mě sleduje nebo ne. V Česku ano, jelikož  žiji tady jako v cizině. Tam se cítím jako doma. Mám spoustu kamarádů, se kterými jsem mohl pravidelně hrát fotbal. Nemusel jsem nosit s sebou žádný pas, jak jsem  zvyklý v České republice. Mezi oběma zeměmi se líší hlavně kulturou a tradicí zejména kuchyní.  Když jsem přiletěl do Česka,  Dlouho jsem se  učil vařit české jídlo, protože zde  jsem nemohl jíst  oblíbené jídlo vietnamskou polévku. Časem jsem  ten strach překonal a zvykl jsem si na českou kuchyni. 
Nejtěžší byla pro mne čeština. Musel jsem se denně učit čtyřiset až  sedmdesát slovních zásob. Nakonec jsem se ji naučil. Měl jsem  z toho učení velkou radost. Teď se s Čechy dokážu domluvit  i česky a nemám  žádný problém s češtinou.  
Mám rád svůj domov, protože tam mám příbuzné a lidi, se kterými jsem dobře vycházel. Hlavně místo, kde jsem se narodil a vyrostl."	3	2029	B2	B1	male	B2	Other	B2	B1	0	Czech	B2	B1
PHA0810001	write an essay: Clothes make the man - ID: B2PS0201_saty	"Šaty dělají člověka
Částo je slyšet, že ""šaty dělají člověka."" Je to určitě pravda, ale je to také jen část širší pravdy. To, jak oceňujeme jiného člověka, záleží ve velké míry na věcích, jež nemají nic společního s jeho charakterem nebo s tím, co umí. 
Vyzkumy ukazují napřiklad, že lidé, kteři jsou vyšší, vypadají lépe nebo dají dojem, že mají víc peněz (npř. elegantním oblekem), jsou oceňovani jako inteligentnější, šikovnější a úspěšší než menší líde, kteři neodpovídají současnému ideálu krasice. Ti jedni mají víc úspěchu v práci a v soukromým životě než ti druzí. 
Podle mého názoru je o sice škoda, ale prostě fakt. Můžeme se snážit o snižení takové diskriminace, není to avšak do konce možné. Člověk není strojem, jenž může vypínat své pocity - a předsoudy. Zaměstnavatele vybercí zaměstnancy vždycky budou ovlivňovani tím, jak kandidati vypadají, na co má také vliv, zda přichazí v dobrým obleku nebo v džinsach a tričku.
Je možné tudíž očekávat, že lidé nediskriminují jiných naschvál. Co není možné očekávat, je uplná obiektivita. Ta v realným životě není, a nemůže být."	4	2029	B2	B2	male	B2	German	B2	B2	0	Czech	B1	B2
0825	answer to the email of Alena - ID: 1_Alena	"Osmnácteho července 2008
Ahoj Aleno, 
jak se máš? Se mi líbí, že odpovídáš rychle. Je mi lito, že  jsem Ti teď teprve napsal, ale jsem měl velký stres.  Studium dělá mnohé práce. Nepracuju ještě na .  neplánuju dovolenou, protože budu muset dělat mnohó  zkouček v létě.
Jsem moc rád, že setkáme -unreadable- v pátku a  mám čas. Kdy přijedu na nádraží? Chci jít pro tebe. V odpoledne   jít na procházku a -unreadable- večer bude  koncert v clubě club X.
Od září můžu pojede do Čech. Víš, kdy začíná prázdninový kurz češtiny?  Kolik ji stojí? Snad bys mohla posílat inzerát? Nepotřebuju se ucházet o stipendium, protože můj tatínek zaplatí.
Tím končím, je už pozdě večer. Musím ráno brzo vstát.
Zatím ahoj,
Tvůj Martin"	2	not reported	B1	B1	male	A2	German	B1	A2	A2	Czech	B1	A2
PHA1109025	describe a photo: woman sitting at the window - ID: A2PS0200_zena	Na obrázku vidím ženu. Je to profesorka paní Svobodová. Je na univerzite v knihovne. Paní Svobodová bydly v Praze v ulici Pražská. Paní Svobodová je moc chitra a prácuje na univerzite na ekonomicke fakulte. Je jí 50 let. Vystudovala postgradualný studium v Americe. Je vdaná, má syna a dceru. Planue na vylet s deti a manželem v přištý vikend. Moc ráda chte ekonomickou literaturu. Na procházku chodi do nabřeži Vltavy. Ma psa a kočku. Její pes se jmenuje Rex a kočka se jmenuje Ela.	2	2029	A2	A2	male	A2	Russian	A2	A2	0	Czech	A2	B1
0604	answer to the email of Alena - ID: 1_Alena	"Ahoj Aleno,
Děkuju Ti za Tvůj email. Jsem rád, že se máš dobře. Mám se taky dobře.  Naneštěstí mám hodně  práce s moji diplomkou.  Mimoto rád chodím do hospody s kamarády, hraju fotbal a squash.
Minulý rok jsem měl stáž v Karlsruhe. Bylo to  velice zajímavé a naučil se hodně nového.
V létě pojedu na dva týdný na dovolenou.  
Pojedu s moji přitelkyni na dva tydný do Rakouska a  Chorvatska. Nejdříve pojedeme autem do Vidně a pak poletime do Dubrovniku. Už se na to moc těším.
Těším , že se brzo zase uvidíme. Rád bych Tě pozval na mě doma v pátek odpoledne. Uvařim výborné jidlo :-). Navrhuju, že se sejdeme na nádraží. Kdy přijížděš? Vyprávuj o prázdninové kurzy češtiny. Kolik to stojí a co je termína?
Můžeš se poslat inzerát? Děkuju moc. 
Ozvi se brzy. Měj se hezký.
Tomáš"	3	not reported	B1	B1	male	B1	German	B1	B1	A2	Czech	B1	B1
BER0609003	write an essay: Everywhere well but at home the best - ID: B2PS0200_doma	"Všude dobře, doma nejlépe
Myslel jsem tak celý můj život. Cestoval jsem mockrát. byl jsem už ve Špaňelsku, v Řecku, v Africe, v Italii, Anglii, České republice. Teď jsem zase v Německu, přestěhoval jsem se tady v roce 2007.
Co znamená jednak doma? Vždycky jsem myslel, že doma u rodičů je nejlepe. Po každe cestě jsem byl unavěný a jsem byl rád, že doma je těple jídlo a něco k pití. Ale to neznamená, že je to dům, nebo co myslíte?
Dom to je radost, to je laska a zodpovědnost.
Mám na to  názor, že všude dobře tam, kde jsou dobří lide. To znamená pro mě dům. Na záčatku, když jsem přestěhoval do Německa, že budu se cítit jako cízinec.
Jsem doma. Ikdyž moji rodiče a bratr jsou daleko, mám tady v Greifswaldu dům.
Všude dobře, nejlépe doma - každy, kdo tak řiká má pravdu, jenom snažím se nezapomnout, že dům to já a všechní, kteréch miluju a mám s ními pocit bezečí.
Možna chceté vědet jak to udělat? Být človekem a nebýt jen sobecký. Myslím, že všechno dobré, ktére uděláte, vratí se vám za nějaky čas. Trplivost růze nosí - tak jen třeba čekat.
Je to taky možní, že už určitě víte, kde je váš dům. Ja teď vím, že on je vždy se mnou.
Dům to není prostor, to jsou skučeností, ktérých vám přeju moc v životě."	3	2029	B2	B2	male	B1	Other	B1	B1	0	Czech	B2	B2
PHA0510002B	describe a photo: playground - ID: A2PS0201_hriste	Na fotografii jsou Manžel, manželka a jejich děti, jsou v parku a odpočivaji. Cítí se velmy dobře, protože jsou ščastny byt spolu. Mysli na dobre počasy a hezký den. Mluvi o tom, kam pojedou na dovolenou a jak tam budou odpočivat. Myslim, že na fotografii je leto, protože oni nemaji mnoho oblečeni na sobě. Ta rodina je velmy ščastna, protože maj-ambiguous- všechno v požadku a je pěkny den, rodiče maji hodný děti a za tyden jedou všichy na vylet.	2	1519	A2	B1	female	B1	Other	B1	A2	0	Czech	A2	A2
PHA0411008A	answering on a birthday invitation - ID: A2PS0102_oslava	Ahoj! Moc děkuji tobě, udělala jsi mě s tim radost že pozvala na sve narozeniny.  Ale ty jsi zapoměla napsat kde a kdy se začina oslava. Prosím, napiš mi detajly. A ještě chci se zeptat, kdo ještě bude?  Budu velice se těšit na tve narozeniny.S pozdravem, Kateřina	2	1519	A2	B1	female	A2	Other	B1	A2	A1	Czech	B1	A2
0929	answer to the email of Jana - ID: 2_Jana	"Ahoj Jana,
těšim se mě z tvojeho dopisu. Mám se dobře a zkoušek nebýli těška. Teď mám dovolenu a dělam moc tělocvik. Mám rada tělocvik, co znáš. Itálie je dobře. Byla jsem v Římě minuly rok na dva týdny. Napiješ mě dopisnihu?
V březnu mám čas a připojedu do Prahy a setkám váš. Těším mě, že mouším ře-unreadable- češtinu s kameradech česke. Chtěl bych stávat o víkendu a půjedu pro Prahy. Kdýž počasi bude špátně, pojedeme na vystávu a na museu. Jaká je tvůj adresa? Prosim pišeš mě jak metro musím  od hlávného nádraži. Kolik stojí jízdenku? Viš?
Znáš darku pro tebe? Přináším ještě jine?
Mám jednou novinu pro tébe. David je hotovo a nepišeš diplomce. Už  pracuješ v malého firmě v centru. To je blizko parku a moušiš jet tramavaji. Teď  máme víc penize a koupime nové auto, protože staré auto neopravoje. 
Teď musím uklizet být. Dostáme návštevu o víkendu. Přam ti i Martin hezkou dovolenu v Italii. Doufám počasi nebude spátně na přisty týdný.
Uvidime nás v březnu.
Tvůj Sabine."	2	not reported	B1	A2	male	A1	German	A2	A2	A1	Czech	A2	A2
PHA0209001	describe a photo: woman sitting at the window - ID: A2PS0200_zena	"Ta žena na obrázku se jmenuje Kateřina Nováková, ona je v prace  - v Knihovne, i pracuje jako knihovnice až 15 roky. Má ráda sve praci. Studovala, myslím že, na filozovské fakultě. Ona je z Prahy, má rodiny a 2 děti, pří tom seznamila se se svým manželem také b knihovne. Ona je romantická osoba, protože ráda čte romany. Jde ji dobře, nemá žádné problemy. Kazdý den rano chodí na prochazky se svem psem Savem a přemysli o tom, že má všechno v pořadku a nudi se ji to. Chtela bych  něco změnit ve svemživote, ale nemůze, je jí to líto.
Doufám, že ona bude mít radost a najde své štěsťi u sobě, kde se narodila na Morave,kde bydli její dvě sestry a bratr."	2	3039	A2	B1	female	A2	Russian	B1	A2	0	Czech	B1	A2
VAR0909005	write an essay: Everywhere well but at home the best - ID: B2PS0200_doma	"Krásně je cestovat. Očekavaní na vlak nebo na letadlo, a potom sama cesta je něco, na co vždycky čekám celý rok. O prazdnínách člověk muže koněčně cítít se volný. Nedosahné ho zaměstnavatel, nepřenesi hadajicí se soused. Člověk muže být sam se svemý myslenk a přirodou. Nové místa, noví lide a nové jazyky dávají nám možnost odpočinku, který je tak duležitý v součastné době, kdy všichní nemáme vůbec čas. 
Cestovaní to taky šance na to, abychom mohli se dozvědet jak dráhy je pro nás dom a lide, kteří jsou zakladou toho domů. 
V letě 2007 pojela jsem učit angličtinu v soukromé jazykové škole v Řecku. Řecko je krasná země. Je tam moc historických památek, cele prázdníny světi slunce, a jídlo  je opravdu výborné.  ,,stejně jako v něbe"" - říkaly me kamarádký. Bydlela jsem, u řecké rodiny, která každy den dělala všechno abych mohla cítít se jak v Polsku. Všíchní byli moc hodní, ale nemohli rovnat se s mou rodinou. Řecká postel nebyla mou postelou. Stiskalo se mi pro rodinu, pro přatele. Chtěla jsem se už být doma. Po 3 měsicech jsem se vratila do Polska. První týden pršelo a ja jsem  toho neměla ažaž. Byla jsem nejštaštnější na země.  Byla jsem u sebe. Dnes už vím, že všude dobře, ale doma nejlépe."	3	2029	B2	B2	female	A2	Polish	B1	B1	0	Czech	B1	B2
PHA0810003	write an essay: Clothes make the man - ID: B2PS0201_saty	"O tom, že šaty dělají člověka, lidé věděli už v starožitnosti. Vyzkůmy archeologů řikají, že už od začatku se člověk snažil vypadat co nejlépe. Nalezené šperky a časti oděvů jsou důvodem na to, že vždy existovaly nějaké trendy, móda. V tomto textu budu se snážit potvrdit úvedeno řečení. 
To, jak je člověk oblečen, dokaže o něm říct spoustu věci. Třeba jeho ekonomický stav. Bohatý člověk bude mít znáčkové oblečení. Občas šaty nám řeknou také něco o záměstnání. Některé profese mají docela své zvláštní oblečení, napřiklad kněz, policiant. Psychologové tvrdí, že díky oblečení jiného člověka jsme schopní řict něco o jeho charakteru už při prvním setkání. Zdá se mi to docela pravdivé tvrdení (třeba hadejme - jakou mentalitu může mít dospělá žena, která pořád nosí detská oblečení?). Ale pozor! Lidé vědi o tom, že šaty dělají člověka a využivají to pravidlo nejen pro hodnocení jiních, ale také pro manipulaci. Víme, jde se oblect aby udělat na druhém dojem, který si přejeme. Oblečení dokažou ukrýt špatné vlastnosti a vydát na vrh jenom te dobré. 
Na štestí je to jenom krátkodobé. Šaty dělají člověka, je to pravda, ale jenom do nějakého stupně. Každá manipulace bude mít svůj konec a pak uvídíme jaky člověk je opravdu. Na konec taková korektura: když hodnotíme člověka, podívejme se na jeho šaty, ale nespolehejme jenom na dojmu, jaký na nás dělají."	3	2029	B2	B2	female	B2	Polish	B1	B1	0	Czech	B1	B2
PHA0610007A	write an email to a hotel - ID: A2PS0101_hotel	"Dobrý den!
Máte volný pokoj pro dvá? Kolik stoji? Cestueme autem, je parkoviště vedle hotelu? Máte v hotelu snidaní nebo snidanía veceř? To je naša pirvní cesta na hory. Máte vedle hotelu lyžařskou školu?
 Děkuju.Na schledanou."	2	3039	A2	A2	male	A2	Russian	B1	A2	A1	Czech	B2	A2
PHA0810012	write an essay: Clothes make the man - ID: B2PS0201_saty	"Řika se, že šaty dělají člověka. Ja s tym nesouhlasim 
Je pravda, že někteří lide oceňují ostatni vedle toho, jak jsou oblečeni. Mysli, že kdy někdo nosi oblek, je šikovný. Naopak, kdo předpoklada sportovní styl, neni seriozni muž. Takový člověk nedostane dobré praci, v bance ne budou ho brát važne a nedostane žadné půjčky nebo kreditní karty. 
Já avšak myslim, že ve svych šatech měl bych se cítit dobře. Je to pro mě důležitější než to, abych se někomu v těch šatech libil. 
O prazdninach obvykle nosim trička, kratké kalhoty a sandaly. Občas můj kamarád mi řika, že kdy jdeme na nějakou navštěvu, měl bych nosit dlouhé kalhoty, a nejlepe i oblek. Ale já se v obleku citim špatně. Dokonce myslim, že mi to nesluši. Oblek nosim jen v praci a v soukromým životě nosim meně formalní oblečení. Jedinou vyimkou jsou divadelní představení nebo koncerty važné hudby. Tedy ani já nesmim se oblekat do trička a džinů. 
Myslim, že v životě je třeba si památovat o tom, že občas musime si oblekat formalně Víc důležite je avšak, abysme se ve svých šatech citili dobře."	3	3039	B2	B2	male	B2	Polish	B1	B1	0	Czech	B1	B2
0918	answer to the email of Jana - ID: 2_Jana	"21. července
Ahoj Jano,
omluvím se, že neodpovědět tak dlouho. Mám se dobře a je to tady docela fajn. Ale mám také teď hodně práce a musím učit pro těžké zkoušky.
Těším se na tvoje pozvání. Moc ráda chci přijít do Praze. Mám čas v březnu a moc ráda chci zůstat celý víkend. Bychom se těšila, že budeme se podívat město.
Kde bydlíš v Praze. Můžeš mi dát tvoje adresu? Jakým metrem musím jet a kolik to stojí?
Můžu ti koupit něco a máš přání?
Také těším, že zase můžu mluvit česky.
Tak přeju ti hezkou dovolenu v Itálii.
Měj se hezky a uvidíme se!
Zatím pa, Sabine"	2	not reported	B1	B1	male	A2	German	B1	A2	A2	Czech	A2	B1
PHA0509033	write an essay: Everywhere well but at home the best - ID: B2PS0200_doma	"Všude dobře, doma nejlépe
Dům je to místo velmí důležite v životě každeho človeka. Místo kde žije, občas pracuje, odpočiva, a take to misto kde nejradiěji vráce. Ja taky mám moc rada můj dům. Často cestuju, v zahraničí travim moc  času  - cesty davaji mí nove  zkušenosti, poznavam lidí, divám se na zajímavé viecí, ale ho dům mam rada předevšim. Můj koníček to hudba, a koncerty. Jezdím mnoho, a často po Evropě. divam se na zajimave koncerty,   pracuju, ale kdy se vratim doma jsem štastna. Mysim, že každy človek nejlepe odpočiva v domu. Dům to nejen misto života, to take (předevšim?) lide.  - rodina. Dům to pro mně maminka, tatínek, a take zviřátka.  Maminka, a její kuchyne, tatinek, a jeho smysl pro humor to všechno dáva spolu nejlepši vzpominky a take počit, že to je moje místo. 
Kdy cestuju, a mnoho dní travím v hotelech, jím na čerpacích stanicech  často myslím o domů, ale take vím, že nechtěla bych změnit sveho živote. Myslim, že človek ktery často cestuje lepe ví co to je dům, a jak on je důležity v životě.
Mnoho mladycn lidi mysli, že dům to jen misto k spaní, ale to neni pravda. Dům to podle meho názoru nejduležitejší místo na zemí."	2	2029	B2	B1	female	A2	Polish	B1	A2	0	Czech	B1	B1
0614	answer to the email of Alena - ID: 1_Alena	"Milá Aleno,
děkuju Ti mockrát za Tvůj Email. Těsím mě, že bylo krásné v Rakousku a v Slovinsku. Hlavně novinka z mého života, jěště studuju. Nepracuju na diplomce. Myslím, že budu začínat diplomovou práci příští rok. Ale spravě plánuju dovolenou. Neměl jsem žádný nápad. Jsem nadšen s tvůj napadem. Mohl bych těšit, kdybys mi poslal ten zajímavý inzerát. Potřebuju taky informaci kolík to bude stát a jak dlouho prázdníný kurz češtiny bude trvat, kdy začí a skončí. 
Doufám, že budes mít výsledek u firmy v Pírne. Nemusíš být nervozní. Těším mě, že budeš mít čas v pátek odpoledne a přijedes do Dražďan. To se mi hodí, protože dopoledne budu mít zkoušku. Odpoledne budu mít čas. Mužeme se setkat v můj bytě. Protože předpokládám, že nevíš kde teď bydlím, dojdu tě na nádraží. Prosím, napíš mi kdy přijedes v pátek odpoledne.
Odpověz brzy! Těším mě na tvoji návštěvu. Tím končím, je už pozdě a musím rano brzo vstát.
Pozdravuj vsechny a hlavně Petře.
Zatím ahoj. Klára"	3	not reported	B1	B1	male	A2	German	B1	B1	B1	Czech	B1	B1
PHA0510013A	write an email to a hotel - ID: A2PS0101_hotel	"Dobrý den.
Potřebovala bych vědět, jestli máte volný pokoj v hotelu pro dva lidi na týden 10.1 - 17.1. A tak že napíšte, prosím Vás cenu za pokoj.
Máte nějaku restaurace v hotelu? Přijedeme autem, tak že potřebujem ho zaparkovat. Máte parkoviště? V hotelu máte lyžarskou školu? Děkuji Vám moc a přeji hezký den. S pozdravem Julie Černá"	2	3039	A2	B1	female	B1	Russian	B1	A2	A2	Czech	A2	A2
PHA0411051	write an essay: No pain no gain - ID: B2PS0202_kolace	"Co je to práce? Podle různých kriterií můžeme najít několik definic tohohle slova. Pro některé lidi je to způsob života, způsob získavání peněz. Pro jiné práce je jako zajímavá cesta, ve které poznáváme mnoho nového a zvědavého. Pro ostatní práce je způsobem ""najít sebe"", najít svůj smysl života, najít odpověď na základní otázku: proč existuju, co musím dělat, jaký je účel mého života. Někteří se pomocí práce chtějí realizovat - tvořit, kreslit, diskutovat, a podle toho i hledají své zaměstnání. Podle posledního výzkumu bylo zjištěno, že většina lidí hledá své zaměstnání podle svých zájmů; to znamená, že otázka placení není na prvním místě moderního světa, ale určitě i ne na posledním! Lidé se bojí, že vůbec nenajdou práci... a když takhle, to co dále? Každý člověk od svého dětství rozumí tomu, že peníze jsou něčím vážným, důležitým, zatímco málo kdo může najít odpověd na otázku ""co to jsou peníze"" z vědeckého ekonomického hlediska. Našim dětem pořád říkáme, že se musí učit, jinak nebudou mít šanci na lepší práci, tj. na lepší život. Je to paradox, ale ""peníze řídí život"". My si nemůžeme uvědomit jakou vážnou roli hrají bankovky a mince: díky bankovkám a mincím existuje ""ekonomický koloběh"", který je pro nás tak nezbytný, jak i přírodní koloběh. Jeden znamý myslitel řekl, že ""člověk je nejdokonalejším výrobkem"" své doby, protože může pracovat, hledat, myslit, analyzovat (ta funkce, která nás liší od ostatních živočichů) a kontrolovat svůj život, své pŘaní. Jenom nemůže najít klíč ke štěstí. Ale je to snadno: jak by člověk neříkal, že ""peníze nestojí za nic"", důležitějiší je duše, ale nikdy člověk nedosáhne štěstí bez peněz, a peněz bez práce. Z tohohle sleduje že práce je základem naše existence. Bez práce by byl všude nepořádek (chaos)!"	4	1519	B2	B2	female	B2	Russian	B2	B2	0	Czech	B2	C1
1006	- ID: 3_Jana	"Ahoj Jano, děkuju moc za Tvůj mail. To je ale zajímavé, že chceš studovat dál. Už víš,  který obor chceš studovat v Praze? Po ukončení studia si chci hledat nějaké místo. Studium bylo moc drahé, tak musím vydělávat peníze. A potom v létě chci příjet do Brna,  Mohly bychom se tam setkat častěji. Jak se h  líbilo ten kurz angličtiny? Víš, jestli tak-ambiguous- mají kurzy češtiny? Mohla bys mně posílat odkaz na webovou stránku té školy? Je mi taky smutno že jsme se už dlouho neviděly. Naštěstí existuje internet! Posílam tě fotky,  které   a já udělalí na posledním  výletu. 
Zdravím tě a Pavla! Mějte se fajn! Petra"	3	not reported	B1	B1	female	B1	German	B1	B1	A2	Czech	B1	B1
0928	answer to the email of Jana - ID: 2_Jana	"21.červca2009
Ahoj Jano!
Děkuji Ti mnohokrát za Tvůj email. Mám moc černé svědomi, že jsem už dlouho nepsala, ale teď mám velmi těžké žkoušky. Víš, že studuju slavistiku a mám zkoušky z češtiny. Čeka na mě ještě 3 zkoušky.
Děkuji Ti mockrát za pozváni. Myslím, v března všechno konči a potem mám čas. Chtěla bych zůstat v městěX celý víkend. Je to možný? Už dlouho jsem nebyla v hlavnim městě České republiky. Moc  chtěla bych prohlížet město.
Jaký je tvůj adres v městěX? Myslím, že vlak z městaY příjedena nádraži Holešovice. Jakým metrem musím jít: Ačkem, Bčkem nebo Cečkem? A na jakým zastávce musím vystupovat? Kolík stojí jídenku od nádraži Holešovice do zastávky?
A hlavní otázka: co si přeješ? A ne, ja už vím. Ale to je ještě tajemství. Potřebuješ coš ještě z Něměcka?
Těšim se, že Martin a ty budete mít taka hezká dovolena v Itálii. Je velmi hezké a zajímavé země. Libí se mi taký italský umení.
 Pro dnešek koncím, je už pozdě večer a musím brzo ráno vstávat. Doufám, že budete mít  hezkou dovolenu. A teším si na naše společny víkend v městěX.Zatím ahoj a pozdrav prosím Martina!
Tvůj
Sabine"	3	not reported	B1	B1	male	A2	German	B2	B1	B1	Czech	A2	B1
0716	answer to the email of Alena - ID: 1_Alena	"Milá Aleno,
je mí líto, že jsem Ti tak dlouho nenapsala, ale minulý čas  jsem měla moc prace. Moje studium  končili. Už odevzdala jsem diplomovi práci, proto planuju dovolenou. Těším se na tvoje návštěvu v Drážďanech. To je výborný nápad, v pátek ne pracovám. Nechceš jit na kávu u mně? Mám čas celý odpoledne.
Kdy přijedeš? Víš?  Pojedu Ti na nádraží. To je fajn. Kdy začiná prázdninový kurz češtiny? A kolik stojí? Měla bych moc radost, když  bych šla do Čech.
Nemužeš mi poslat inzerát, prosím? Bude hezká doba, protože uvidíme se častěji. Jinak, nemám nic nového.
Doufám,  že se máš dobře.
Musím končit teď, protože je tak poždě a musím spát. Zítrá ráno jedu na výletu.
Měj se hezký.
Zatím ahoj
 Eva"	3	not reported	B1	B1	female	B1	German	B1	B1	B1	Czech	B1	B1
0616	answer to the email of Alena - ID: 1_Alena	"8.2.07
Ahoj Aleno,
děkuju Ti za Tvů  e-mail.  Těsím se, že  Tvůj dovolena byla hezka. Budu jít do Rakousku také brzo. Chcí take lyžovat.
Teď pracuju moc v univerzitě. Víš, že chcí dělat můj doctor a mám čas ještě jeden rok! Co není moc!
Těším se , že budeš jít brzo do Drášďan . Chceš navštívit mě domů? Budu dělat čaj a dort, a potom mužeme říkat celý odpoledne o všechní. Kdy přijdeš v Drášďanech? Budu jít pro  Tebě na nadraží.
Co pišeš o  prazdninovéch kurzéch čeština je zajímavý. Víš, kolik to stojí? A kdy jsou kurzy? Můžeš posílat mně inzerát?  Bylo by výborné!
Těším se Tě vídet brzo v Drážďanech.
Mnoho štěstí na pohovor!
Mej se dobře, zdravím,
Tomáš"	2	not reported	B1	B1	female	A2	German	B1	A2	B1	Czech	A2	A2
0617	answer to the email of Alena - ID: 1_Alena	"8.2.'07
Ahoj Aleno!
Děkuju za tvůj  email. Mám se dobře. Už nepracujem na diplomce, pretože mám moc čas, ale plánujem dovolena na  slovensku v lét-unreadable-.
Těšim se, že přijdeš do Ďražďan. Chceš navštevovát mě doma odpolodne? Kdy přijdeš?  Budu dojdu ty na nadráží.
Kdy je prázdninový kurz češtiný a jak dlouho potrva se? Nevim že můžu se dokonce ucházet o stipendium, ale samostatne bylo by výborne, kdybychom se  videme často v létě. Kolik stojí tento kurz? Mužeš poslat tento inzerát ku mě?
Teď, nevím, že budu navštevovát těbe v létě, pretože chcem pojet do Prievidzi s letadlem na letiště a tam chcem letát od Vysokou do Vysokou tatra a nazpět. Snad budu  k tě. :-)
Srdečně tě zdravím.
David"	2	not reported	B1	B1	male	A2	German	B1	A2	A1	Czech	A2	A2
PHA0209013	describe a photo: woman sitting at the window - ID: A2PS0200_zena	To je moje pani učitelka. Jmenuje se Eva Svobodová. Bydli v Praze. Má velky byt na 6. patRe. Moc hezky, protože má kRasny vyhled na Prahu. Moje pani učitelka je hodna a moc sympatická. Jeji 45 let. Studovala vysokou školu, ted pracuje ve stRedni škole učitelkou. Je vdaná a taky má tři děti. Mysli, jaka bude situacija dal. Má Radá knihy - Romanyy a detektivky. Kdiz má čas, hodi na procházku do Divokou ŠaRke. Má maleho psa. Jeji pes se jmenuje Mark. To je velmy dobry pes.	2	3039	A2	A2	female	A2	Russian	B1	A2	0	Czech	A2	A2
